somministrazioni,regione,siglaCategoria,identificativo,categoria,codice_regione,data,vaccino,punto,classeEta
2,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_670703_RSA LA PINETA TORINO_40-49,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,670703_RSA LA PINETA TORINO,40-49
4,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_670829_RSA VILLA PRESBITERO VOGOGNA_40-49,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,670829_RSA VILLA PRESBITERO VOGOGNA,40-49
10,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_000129_CASA DELLA SALUTE DI CHIERI_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,000129_CASA DELLA SALUTE DI CHIERI,50-59
9,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_000256_P.V.O. DI VERBANIA ASL VCO_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,000256_P.V.O. DI VERBANIA ASL VCO,50-59
3,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_000266_CENTRO VACCINALE ASL CN1_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,000266_CENTRO VACCINALE ASL CN1,50-59
27,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_000371_CV COVID ALESSANDRIA_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,000371_CV COVID ALESSANDRIA,50-59
21,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_000574_OSP. SAN LORENZO CARMAGNOLA_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,000574_OSP. SAN LORENZO CARMAGNOLA,50-59
56,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010003_OSPEDALE MARIA VITTORIA TORINO_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010003_OSPEDALE MARIA VITTORIA TORINO,50-59
21,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010004_OSP. SANTA CROCE MONCALIERI_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010004_OSP. SANTA CROCE MONCALIERI,50-59
54,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010007_OSPEDALE MARTINI TORINO_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010007_OSPEDALE MARTINI TORINO,50-59
104,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010008 01_OSPEDALE CARDINAL MASSAIA ASTI_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010008 01_OSPEDALE CARDINAL MASSAIA ASTI,50-59
11,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010008_COVID S. SPIRITO NIZZA M.TO_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010008_COVID S. SPIRITO NIZZA M.TO,50-59
57,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010010 00_OSPEDALE OFTALMICO TORINO_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010010 00_OSPEDALE OFTALMICO TORINO,50-59
47,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010011_CENTRO VACC S G BOSCO_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010011_CENTRO VACC S G BOSCO,50-59
54,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010017 00_OSPEDALE DI CHIVASSO_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010017 00_OSPEDALE DI CHIVASSO,50-59
59,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010019 01_OSPEDALE DI CIRIE'_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010019 01_OSPEDALE DI CIRIE',50-59
55,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010023_OSPEDALE DI IVREA_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010023_OSPEDALE DI IVREA,50-59
21,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010026 01_AMB. VACCINAZIONI P.O CASALE M_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010026 01_AMB. VACCINAZIONI P.O CASALE M,50-59
13,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010026 03_AMB. VACCINAZIONI P.O. TORTONA_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010026 03_AMB. VACCINAZIONI P.O. TORTONA,50-59
11,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010026 04_AMB. VACCINAZIONI P.O. NOVI L_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010026 04_AMB. VACCINAZIONI P.O. NOVI L,50-59
1,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010026 05_AMB. VACCINAZIONI P.O. ACQUI T_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010026 05_AMB. VACCINAZIONI P.O. ACQUI T,50-59
10,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010026 06_AMB. VACCINAZIONI P.O. OVADA_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010026 06_AMB. VACCINAZIONI P.O. OVADA,50-59
50,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010030 01_OSPEDALE AGNELLI PINEROLO_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010030 01_OSPEDALE AGNELLI PINEROLO,50-59
41,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010032_PRESIDIO OSPEDALIERO PONDERANO_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010032_PRESIDIO OSPEDALIERO PONDERANO,50-59
49,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010079 01_OSPEDALE DEGLI INFERMI RIVOLI_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010079 01_OSPEDALE DEGLI INFERMI RIVOLI,50-59
24,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010124 01_OSPEDALE DI MONDOVI'_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010124 01_OSPEDALE DI MONDOVI',50-59
24,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010126 01_OSPEDALE DI SAVIGLIANO_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010126 01_OSPEDALE DI SAVIGLIANO,50-59
24,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010206_BORGOSESIA_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010206_BORGOSESIA,50-59
42,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010206_VERCELLI_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010206_VERCELLI,50-59
31,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010208_MEDICO COMPETENTE NOVARA NORD_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010208_MEDICO COMPETENTE NOVARA NORD,50-59
42,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010211_OSPEDALE DI VERDUNO_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010211_OSPEDALE DI VERDUNO,50-59
27,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010904_AOU SAN LUIGI GONZAGA_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010904_AOU SAN LUIGI GONZAGA,50-59
48,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010905_CENTRO VACCINALE AOU NOVARA_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010905_CENTRO VACCINALE AOU NOVARA,50-59
20,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010906_CENTRO VACCINALE S. CROCE CN_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010906_CENTRO VACCINALE S. CROCE CN,50-59
39,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010907_CENTRO VACC. AOU ALESSANDRIA_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010907_CENTRO VACC. AOU ALESSANDRIA,50-59
30,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010908_MEDICO COMPETENTE NOVARA SUD_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010908_MEDICO COMPETENTE NOVARA SUD,50-59
146,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010909_CENTRO VACC CITTÀ DELLA SALUTE_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010909_CENTRO VACC CITTÀ DELLA SALUTE,50-59
7,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_570326_C.R. RESID. MONTEPULCIANO BRA_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,570326_C.R. RESID. MONTEPULCIANO BRA,50-59
2,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_570372_HOTEL RESIDENCE I GLICINI BRA_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,570372_HOTEL RESIDENCE I GLICINI BRA,50-59
2,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_570489_PICCOLA CASA DIVINA PROVV BRA_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,570489_PICCOLA CASA DIVINA PROVV BRA,50-59
1,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_600123_CLINICA SALUS ALESSANDRIA_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,600123_CLINICA SALUS ALESSANDRIA,50-59
17,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_670125_RSA ANNI AZZURRI SANTENA_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,670125_RSA ANNI AZZURRI SANTENA,50-59
4,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_670523_RSA CASA ANZIANO ORNAVASSO_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,670523_RSA CASA ANZIANO ORNAVASSO,50-59
2,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_670535_C.R. SOGGIORNO DELL'IMMACOLATA_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,670535_C.R. SOGGIORNO DELL'IMMACOLATA,50-59
6,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_670613_CR MADRE TERESA FRASCARO_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,670613_CR MADRE TERESA FRASCARO,50-59
14,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_670632_CR MADRE TERESA QUARGNENTO_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,670632_CR MADRE TERESA QUARGNENTO,50-59
6,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_670703_RSA LA PINETA TORINO_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,670703_RSA LA PINETA TORINO,50-59
4,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_670829_RSA VILLA PRESBITERO VOGOGNA_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,670829_RSA VILLA PRESBITERO VOGOGNA,50-59
6,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_000129_CASA DELLA SALUTE DI CHIERI_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,000129_CASA DELLA SALUTE DI CHIERI,60-69
8,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_000256_P.V.O. DI VERBANIA ASL VCO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,000256_P.V.O. DI VERBANIA ASL VCO,60-69
9,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_000371_CV COVID ALESSANDRIA_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,000371_CV COVID ALESSANDRIA,60-69
2,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_000574_OSP. SAN LORENZO CARMAGNOLA_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,000574_OSP. SAN LORENZO CARMAGNOLA,60-69
19,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010003_OSPEDALE MARIA VITTORIA TORINO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010003_OSPEDALE MARIA VITTORIA TORINO,60-69
9,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010004_OSP. SANTA CROCE MONCALIERI_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010004_OSP. SANTA CROCE MONCALIERI,60-69
20,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010007_OSPEDALE MARTINI TORINO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010007_OSPEDALE MARTINI TORINO,60-69
51,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010008 01_OSPEDALE CARDINAL MASSAIA ASTI_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010008 01_OSPEDALE CARDINAL MASSAIA ASTI,60-69
2,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010008_COVID S. SPIRITO NIZZA M.TO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010008_COVID S. SPIRITO NIZZA M.TO,60-69
27,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010010 00_OSPEDALE OFTALMICO TORINO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010010 00_OSPEDALE OFTALMICO TORINO,60-69
16,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010011_CENTRO VACC S G BOSCO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010011_CENTRO VACC S G BOSCO,60-69
20,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010017 00_OSPEDALE DI CHIVASSO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010017 00_OSPEDALE DI CHIVASSO,60-69
16,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010019 01_OSPEDALE DI CIRIE'_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010019 01_OSPEDALE DI CIRIE',60-69
23,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010023_OSPEDALE DI IVREA_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010023_OSPEDALE DI IVREA,60-69
30,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010026 01_AMB. VACCINAZIONI P.O CASALE M_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010026 01_AMB. VACCINAZIONI P.O CASALE M,60-69
6,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010026 03_AMB. VACCINAZIONI P.O. TORTONA_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010026 03_AMB. VACCINAZIONI P.O. TORTONA,60-69
11,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010026 04_AMB. VACCINAZIONI P.O. NOVI L_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010026 04_AMB. VACCINAZIONI P.O. NOVI L,60-69
7,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010026 05_AMB. VACCINAZIONI P.O. ACQUI T_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010026 05_AMB. VACCINAZIONI P.O. ACQUI T,60-69
9,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010026 06_AMB. VACCINAZIONI P.O. OVADA_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010026 06_AMB. VACCINAZIONI P.O. OVADA,60-69
19,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010030 01_OSPEDALE AGNELLI PINEROLO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010030 01_OSPEDALE AGNELLI PINEROLO,60-69
15,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010032_PRESIDIO OSPEDALIERO PONDERANO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010032_PRESIDIO OSPEDALIERO PONDERANO,60-69
24,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010079 01_OSPEDALE DEGLI INFERMI RIVOLI_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010079 01_OSPEDALE DEGLI INFERMI RIVOLI,60-69
6,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010124 01_OSPEDALE DI MONDOVI'_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010124 01_OSPEDALE DI MONDOVI',60-69
4,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010126 01_OSPEDALE DI SAVIGLIANO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010126 01_OSPEDALE DI SAVIGLIANO,60-69
11,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010206_BORGOSESIA_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010206_BORGOSESIA,60-69
30,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010206_VERCELLI_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010206_VERCELLI,60-69
25,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010208_MEDICO COMPETENTE NOVARA NORD_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010208_MEDICO COMPETENTE NOVARA NORD,60-69
15,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010211_OSPEDALE DI VERDUNO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010211_OSPEDALE DI VERDUNO,60-69
10,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010904_AOU SAN LUIGI GONZAGA_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010904_AOU SAN LUIGI GONZAGA,60-69
7,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010905_CENTRO VACCINALE AOU NOVARA_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010905_CENTRO VACCINALE AOU NOVARA,60-69
5,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010906_CENTRO VACCINALE S. CROCE CN_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010906_CENTRO VACCINALE S. CROCE CN,60-69
9,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010907_CENTRO VACC. AOU ALESSANDRIA_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010907_CENTRO VACC. AOU ALESSANDRIA,60-69
29,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010908_MEDICO COMPETENTE NOVARA SUD_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010908_MEDICO COMPETENTE NOVARA SUD,60-69
50,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010909_CENTRO VACC CITTÀ DELLA SALUTE_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010909_CENTRO VACC CITTÀ DELLA SALUTE,60-69
2,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_570326_C.R. RESID. MONTEPULCIANO BRA_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,570326_C.R. RESID. MONTEPULCIANO BRA,60-69
1,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_570489_PICCOLA CASA DIVINA PROVV BRA_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,570489_PICCOLA CASA DIVINA PROVV BRA,60-69
5,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_670125_RSA ANNI AZZURRI SANTENA_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,670125_RSA ANNI AZZURRI SANTENA,60-69
2,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_670523_RSA CASA ANZIANO ORNAVASSO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,670523_RSA CASA ANZIANO ORNAVASSO,60-69
1,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_670535_C.R. SOGGIORNO DELL'IMMACOLATA_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,670535_C.R. SOGGIORNO DELL'IMMACOLATA,60-69
1,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_670613_CR MADRE TERESA FRASCARO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,670613_CR MADRE TERESA FRASCARO,60-69
7,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_670632_CR MADRE TERESA QUARGNENTO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,670632_CR MADRE TERESA QUARGNENTO,60-69
1,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_670703_RSA LA PINETA TORINO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,670703_RSA LA PINETA TORINO,60-69
2,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_670829_RSA VILLA PRESBITERO VOGOGNA_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,670829_RSA VILLA PRESBITERO VOGOGNA,60-69
2,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010008 01_OSPEDALE CARDINAL MASSAIA ASTI_70-79,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010008 01_OSPEDALE CARDINAL MASSAIA ASTI,70-79
1,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010026 01_AMB. VACCINAZIONI P.O CASALE M_70-79,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010026 01_AMB. VACCINAZIONI P.O CASALE M,70-79
1,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010026 03_AMB. VACCINAZIONI P.O. TORTONA_70-79,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010026 03_AMB. VACCINAZIONI P.O. TORTONA,70-79
5,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010026 04_AMB. VACCINAZIONI P.O. NOVI L_70-79,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010026 04_AMB. VACCINAZIONI P.O. NOVI L,70-79
1,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010666_CLINICA CITTA' DI ALESSANDRIA_70-79,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010666_CLINICA CITTA' DI ALESSANDRIA,70-79
1,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_010904_AOU SAN LUIGI GONZAGA_70-79,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,010904_AOU SAN LUIGI GONZAGA,70-79
1,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_570326_C.R. RESID. MONTEPULCIANO BRA_70-79,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,570326_C.R. RESID. MONTEPULCIANO BRA,70-79
1,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_670632_CR MADRE TERESA QUARGNENTO_70-79,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,670632_CR MADRE TERESA QUARGNENTO,70-79
1,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_670703_RSA LA PINETA TORINO_70-79,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,670703_RSA LA PINETA TORINO,70-79
3,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_670632_CR MADRE TERESA QUARGNENTO_80-89,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,670632_CR MADRE TERESA QUARGNENTO,80-89
1,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_670703_RSA LA PINETA TORINO_80-89,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,670703_RSA LA PINETA TORINO,80-89
1,Piemonte,TML_CAT_OSS,05/01/2021_PF/BT_PIE_670703_RSA LA PINETA TORINO_90+,1 - Operatori Sanitari e Sociosanitari,01,2021-01-05,PF/BT,670703_RSA LA PINETA TORINO,90+
1,Piemonte,TML_CAT_ALTRO,05/01/2021_PF/BT_PIE_010026 05_AMB. VACCINAZIONI P.O. ACQUI T_16-19,2 - Personale non Sanitario,01,2021-01-05,PF/BT,010026 05_AMB. VACCINAZIONI P.O. ACQUI T,16-19
1,Piemonte,TML_CAT_PERSONALE,05/01/2021_PF/BT_PIE_000256_P.V.O. DI VERBANIA ASL VCO_20-29,2 - Personale non Sanitario,01,2021-01-05,PF/BT,000256_P.V.O. DI VERBANIA ASL VCO,20-29
2,Piemonte,TML_CAT_PERSONALE,05/01/2021_PF/BT_PIE_000371_CV COVID ALESSANDRIA_20-29,2 - Personale non Sanitario,01,2021-01-05,PF/BT,000371_CV COVID ALESSANDRIA,20-29
1,Piemonte,TML_CAT_PERSONALE,05/01/2021_PF/BT_PIE_000574_OSP. SAN LORENZO CARMAGNOLA_20-29,2 - Personale non Sanitario,01,2021-01-05,PF/BT,000574_OSP. SAN LORENZO CARMAGNOLA,20-29
1,Piemonte,TML_CAT_PERSONALE,05/01/2021_PF/BT_PIE_010007_OSPEDALE MARTINI TORINO_20-29,2 - Personale non Sanitario,01,2021-01-05,PF/BT,010007_OSPEDALE MARTINI TORINO,20-29
6,Piemonte,TML_CAT_PERSONALE,05/01/2021_PF/BT_PIE_010008 01_OSPEDALE CARDINAL MASSAIA ASTI_20-29,2 - Personale non Sanitario,01,2021-01-05,PF/BT,010008 01_OSPEDALE CARDINAL MASSAIA ASTI,20-29
6,Piemonte,TML_CAT_PERSONALE,05/01/2021_PF/BT_PIE_010010 00_OSPEDALE OFTALMICO TORINO_20-29,2 - Personale non Sanitario,01,2021-01-05,PF/BT,010010 00_OSPEDALE OFTALMICO TORINO,20-29
